Worker_refined,repo_refined,Coding Effort,"Month, Day, Year of Date"
woe,WHS,0,9/29/2015
wlk,RJA,5,9/29/2015
spy,HRM,5,9/29/2015
foo,JID,0,9/29/2015
dme,LZH,0,9/29/2015
pau,JIV,0,9/29/2015
ffe,XUY,5,9/29/2015
uqh,HEL,5,9/29/2015
ywt,SBZ,0,9/29/2015
rra,WME,1.42,9/29/2015
rra,NWN,3.57,9/29/2015
mti,HWK,5,9/29/2015
xax,FYL,5,9/29/2015
bzn,FKC,0,9/29/2015
uov,HWK,0.15,9/29/2015
uov,HDR,4.84,9/29/2015
fvj,JYB,0,9/29/2015
shh,TDR,0,9/29/2015
tza,LZH,5,9/29/2015
daj,TSE,1.95,9/29/2015
daj,CCP,3.04,9/29/2015
pjt,BTX,0,9/29/2015
qmj,AZX,0,9/29/2015
tkq,SHP,5,9/29/2015
hwu,HTH,0,9/29/2015
cdj,HWK,3.05,9/29/2015
nqd,MWE,0.08,9/29/2015
nqd,FKJ,4.91,9/29/2015
vkk,UAO,5,9/29/2015
gfg,HEL,1.48,9/29/2015
gfg,OLV,3.51,9/29/2015
jmw,EUC,0,9/29/2015
elu,ZOD,0,9/29/2015
vsi,SXE,0,9/29/2015
rtr,DQZ,0.04,9/29/2015
rtr,JYX,4.95,9/29/2015
wkl,IFB,0,9/29/2015
soo,BMR,5,9/29/2015
zhg,HAT,1.04,9/29/2015
zhg,LMO,0.75,9/29/2015
zhg,UBG,0,9/29/2015
zhg,GWU,0.45,9/29/2015
zhg,MKX,0.46,9/29/2015
zhg,IEA,1.79,9/29/2015
zhg,RIT,0.47,9/29/2015
zhg,UYG,0,9/29/2015
zhg,OOL,0,9/29/2015
mvs,UAO,0,9/29/2015
qrj,ATT,0,9/29/2015
twu,FAB,0,9/29/2015
tbc,XHS,0,9/29/2015
tbc,GIG,4.99,9/29/2015
vsj,SXE,0,9/29/2015
vmf,DQZ,0,9/29/2015
wqk,HWK,5,9/29/2015
unz,UAO,0,9/29/2015
tao,YRW,0,9/29/2015
tao,MZL,5,9/29/2015
tao,KTO,0,9/29/2015
xwx,HWK,5,9/29/2015
mkw,QXT,0,9/29/2015
yzj,HFQ,5,9/29/2015
ukn,QCN,5,9/29/2015
xyp,FGZ,5,9/29/2015
diw,HEL,3.8,9/29/2015
frv,YEV,0,9/29/2015
sxi,FHJ,3.76,9/29/2015
qiu,CRD,0.78,9/29/2015
mka,BKC,0,9/29/2015
gtv,ZJJ,4.99,9/29/2015
gtv,DSZ,0,9/29/2015
gtv,MNG,0,9/29/2015
gtv,ECK,0,9/29/2015
ecc,KAM,5,9/29/2015
ecc,MNG,0,9/29/2015
ecc,ECK,0,9/29/2015
gzo,YEV,5,9/29/2015
yre,LRF,0,9/29/2015
kyu,YEV,5,9/29/2015
rwn,XBV,0,9/29/2015
pym,LHC,3.85,9/29/2015
pym,HMN,0.44,9/29/2015
pym,VXF,0.7,9/29/2015
tra,PTK,0,9/29/2015
mqg,XHS,0,9/29/2015
iwa,DGV,5,9/29/2015
lev,UYW,0,9/29/2015
rkt,NBX,3.95,9/29/2015
fug,AQE,0,9/29/2015
vwa,NQY,0,9/29/2015
yey,CUI,5,9/29/2015
ojz,RXS,5,9/29/2015
fgj,WGV,0,9/29/2015
ytk,JOJ,0,9/29/2015
erm,MNG,0,9/29/2015
gpn,DKD,2.01,9/29/2015
gpn,LSL,2.98,9/29/2015
mvn,COH,5,9/29/2015
kic,KGD,5,9/29/2015
iwd,FCO,0,9/29/2015
aen,OIU,0,9/29/2015
rlu,OBV,0,9/29/2015
vdj,UAO,5,9/29/2015
hgh,AQB,0,9/29/2015
mfr,TEK,0,9/29/2015
ywc,GKD,0,9/29/2015
wdg,FST,5,9/29/2015
mkg,KUM,2.87,9/29/2015
mkg,JEJ,2.12,9/29/2015
koz,JIV,0,9/29/2015
ilw,HWK,0.73,9/29/2015
gud,WME,0,9/29/2015
hqy,XHS,1.49,9/29/2015
hqy,TEK,3.5,9/29/2015
gha,LZH,0,9/29/2015
ebm,CUI,0,9/29/2015
zsr,JIV,0,9/29/2015
dqm,KGD,0,9/29/2015
dqm,FKJ,0.71,9/29/2015
iqz,TEK,5,9/29/2015
lnn,KFR,5,9/29/2015
fhb,YUG,0,9/29/2015
sqk,MTH,0,9/29/2015
tqu,DKD,5,9/29/2015
yns,FFZ,3.45,9/29/2015
yns,KEK,1.54,9/29/2015
fsl,EZU,0,9/29/2015
yem,LOC,0,9/29/2015
qub,DLZ,5,9/29/2015
rji,GKD,5,9/29/2015
qyu,LJR,0,9/29/2015
dmn,QMH,0.99,9/29/2015
dmn,GPW,4,9/29/2015
wpz,RKY,5,9/29/2015
wzl,DGV,3.48,9/29/2015
ecq,PHM,5,9/29/2015
foz,LHC,4.52,9/29/2015
foz,HMN,0.14,9/29/2015
foz,VXF,0.32,9/29/2015
tai,DCM,0,9/29/2015
nps,XMW,5,9/29/2015
mfx,XMW,0,9/29/2015
dzl,CNJ,5,9/29/2015
ueg,VSL,5,9/29/2015
auw,HJO,5,9/29/2015
kmb,DCM,5,9/29/2015
vtw,IPO,0,9/29/2015
rbm,LJR,0,9/29/2015
eco,FCJ,0,9/29/2015
eky,PLS,0,9/29/2015
xid,JIV,0,9/29/2015
mrv,WGV,0,9/29/2015
mff,OOT,0,9/29/2015
fcq,DCM,5,9/29/2015
jps,KGD,0,9/29/2015
pti,GSE,0,9/29/2015
mgz,XWQ,5,9/29/2015
ykm,RKY,5,9/29/2015
xao,CRD,0,9/29/2015
fhj,EEX,1.01,9/29/2015
fhj,OBZ,3.98,9/29/2015
iqr,TAC,5,9/29/2015
rqy,MQB,0,9/29/2015
rqy,MBR,0,9/29/2015
stw,KZX,0,9/29/2015
stw,QJB,0,9/29/2015
myo,IHG,5,9/29/2015
ymp,PZX,4.13,9/29/2015
ymp,MXP,0.86,9/29/2015
moe,XWQ,0,9/29/2015
ong,NRM,0,9/29/2015
vbf,JID,0,9/29/2015
tiu,HEL,0,9/29/2015
arg,OQJ,0,9/29/2015
agp,KGD,0.08,9/29/2015
agp,FKJ,4.91,9/29/2015
aig,RLM,0,9/29/2015
aig,OCG,4.47,9/29/2015
mus,GIZ,0,9/29/2015
sli,HEL,0,9/29/2015
lna,JFO,5,9/29/2015
rpe,FAB,0,9/29/2015
crj,KAM,5,9/29/2015
dey,RRJ,0,9/29/2015
aob,GRN,5,9/29/2015
kwb,PPY,0,9/29/2015
gez,KGD,5,9/29/2015
opt,GIG,5,9/29/2015
bjp,KGD,0,9/29/2015
lhe,WKP,5,9/29/2015
tbr,FYL,5,9/29/2015
dbs,BTX,0,9/29/2015
bjx,HFQ,1.61,9/29/2015
bjx,NKC,0.98,9/29/2015
lws,IBW,5,9/29/2015
qjv,DTE,0,9/29/2015
hgv,OOT,5,9/29/2015
xzb,KGD,0,9/29/2015
jkg,GRN,0,9/29/2015
ler,MEY,5.09,9/29/2015
fhl,GXP,5,9/29/2015
nkl,YBF,4.56,9/29/2015
nkl,PLT,0.43,9/29/2015
amp,SKK,2.5,9/29/2015
amp,QLR,2.49,9/29/2015
jio,VPP,5,9/29/2015
alq,UKF,5,9/29/2015
dth,CUI,4.37,9/29/2015
dth,LWW,0.62,9/29/2015
hxd,UKA,5,9/29/2015
vxn,XNU,5,9/29/2015
uwk,UZB,0,9/29/2015
hlm,UXE,5,9/29/2015
phw,HWK,0,9/29/2015
okn,VGL,2.53,9/29/2015
okn,QQS,2.46,9/29/2015
dsd,UAO,0,9/29/2015
zde,HFQ,0,9/29/2015
jzz,MOB,0,9/29/2015
aax,FTK,0,9/29/2015
inu,KGD,5,9/29/2015
exf,CRD,0,9/29/2015
zhb,CUI,0,9/29/2015
cnu,HFQ,5,9/29/2015
dsj,DCM,5,9/29/2015
mcd,PTK,0,9/29/2015
jtb,BEK,0,9/29/2015
clj,MBV,5,9/29/2015
ujg,DCM,5,9/29/2015
msg,IRT,0,9/29/2015
muy,MWP,0,9/29/2015
qcy,TEK,5,9/29/2015
ktg,KGD,5,9/29/2015
pck,KGD,5,9/29/2015
ioc,LZH,5,9/29/2015
nwd,UZB,5,9/29/2015
pnr,YZE,5,9/29/2015
gqe,TGC,5,9/29/2015
god,YEV,5,9/29/2015
dgq,YEV,0,9/29/2015
ogc,QWY,0,9/29/2015
jjv,YEV,5,9/29/2015
gsx,GVQ,5,9/29/2015
tln,MZA,0,9/29/2015
iid,UPQ,0,9/29/2015
xtb,MZA,5,9/29/2015
qud,UAO,5,9/29/2015
uwz,EVY,0,9/29/2015
kce,HFQ,5,9/29/2015
nbq,XBV,5,9/29/2015
eyj,DQY,0,9/29/2015
kqv,CUI,0,9/29/2015
tfr,MBV,5,9/29/2015
nbi,JID,0,9/29/2015
shg,HEL,5,9/29/2015
qgo,IPL,0,9/29/2015
znn,POX,0,9/29/2015
xsi,KGD,0.42,9/29/2015
xsi,FKJ,2.82,9/29/2015
xsi,MGE,1.74,9/29/2015
ycs,YDX,5,9/29/2015
cuy,JXW,3.45,9/29/2015
cuy,AES,1.54,9/29/2015
anj,SPG,0,9/29/2015
lxn,LSY,5,9/29/2015
yly,XLK,5,9/29/2015
nmx,FTK,5,9/29/2015
edo,PNJ,0,9/29/2015
hju,RKW,0.33,9/29/2015
csg,LZH,5.41,9/29/2015
qjx,SPG,4.17,9/29/2015
qjx,GSE,0.82,9/29/2015
hdg,XXW,0,9/29/2015
eav,KFR,5,9/29/2015
tng,BKC,0,9/29/2015
kfs,FHJ,5,9/29/2015
rap,KGD,0,9/29/2015
zvc,VKK,0,9/29/2015
okm,HFQ,3.86,9/29/2015
okm,NKC,1.13,9/29/2015
ksh,TEK,0,9/29/2015
zzr,LWW,5,9/29/2015
tda,KVM,0.73,9/29/2015
ird,TKR,0,9/29/2015
cwe,KGD,0,9/29/2015
hvb,TQG,5,9/29/2015
dfb,KGD,5,9/29/2015
yxb,PNJ,0.85,9/29/2015
qbw,FFK,5,9/29/2015
doq,RXS,5,9/29/2015
bzb,TEK,5,9/29/2015
oux,JHS,2.61,9/29/2015
oux,DJQ,2.38,9/29/2015
auc,NWN,0.47,9/29/2015
auc,VJD,4.52,9/29/2015
vrl,CRD,0,9/29/2015
wsa,COH,0,9/29/2015
zqe,VWZ,5,9/29/2015
rve,JXW,0.28,9/29/2015
snc,KGD,1.94,9/29/2015
snc,FOE,0.26,9/29/2015
snc,QLX,0,9/29/2015
kiw,XBV,5,9/29/2015
coj,KCJ,5,9/29/2015
cge,OOT,0,9/29/2015
bht,MYL,0,9/29/2015
vbv,BEK,5,9/29/2015
ejr,SEF,5,9/29/2015
xdr,CUI,0,9/29/2015
gqw,UAO,0,9/29/2015
nac,AOZ,0,9/29/2015
pcl,ETU,0,9/29/2015
vil,XWQ,5,9/29/2015
ypy,YEV,5,9/29/2015
lgl,CAH,5,9/29/2015
tge,XBV,5,9/29/2015
kzs,KAM,5,9/29/2015
vaz,JHS,0,9/29/2015
jsy,SFS,0,9/29/2015
ckz,KGD,2.96,9/29/2015
ckz,VKA,2.03,9/29/2015
ddm,JIV,0,9/29/2015
nvf,YEV,5,9/29/2015
xiq,FVQ,0,9/29/2015
djg,KGD,1.4,9/29/2015
djg,FWR,3.59,9/29/2015
pgy,MRX,0,9/29/2015
fgi,WEH,0,9/29/2015
vie,FRR,2.67,9/29/2015
cxi,LZH,5,9/29/2015
wae,OOT,0,9/29/2015
ppd,GOP,5,9/29/2015
oit,YEV,5,9/29/2015
cxy,KDJ,0,9/29/2015
dve,KHL,5,9/29/2015
ukv,CUI,5,9/29/2015
owg,BEL,0.56,9/29/2015
cuq,QQX,0,9/29/2015
jmh,DQZ,0,9/29/2015
tvm,BEL,5,9/29/2015
yow,FMI,0,9/29/2015
oix,PWO,0,9/29/2015
qvc,HFQ,5,9/29/2015
min,COH,2.43,9/29/2015
jcm,LZH,5,9/29/2015
pnx,RSI,0,9/29/2015
vpq,RLM,0,9/29/2015
clm,JXW,5,9/29/2015
tel,OOT,0,9/29/2015
vwl,CUI,5,9/29/2015
xev,JXW,2.85,9/29/2015
xev,JBQ,1.04,9/29/2015
xev,XUL,1.1,9/29/2015
uda,DKD,5,9/29/2015
lyn,VNV,0,9/29/2015
arl,YMJ,0,9/29/2015
njq,AQE,5,9/29/2015
jci,AKZ,5,9/29/2015
uam,KHL,5,9/29/2015
enq,UZB,5,9/29/2015
iuv,LDN,0,9/29/2015
rva,LJR,0,9/29/2015
erj,OOT,0,9/29/2015
wwe,HJD,5,9/29/2015
iwo,FST,5,9/29/2015
hrg,KGD,0,9/29/2015
zcf,UAO,5,9/29/2015
rlj,ZZK,0,9/29/2015
ywo,ZZO,0,9/29/2015
plp,GYL,5,9/29/2015
jpg,PTK,2.3,9/29/2015
jpg,TTM,2.69,9/29/2015
fpq,GYL,0,9/29/2015
gqd,RKW,0,9/29/2015
ucv,HSS,5,9/29/2015
wfg,UKA,0,9/29/2015
lnl,UKA,0,9/29/2015
ojq,QMH,0,9/29/2015
bwv,RXS,0,9/29/2015
gcs,SWQ,0.07,9/29/2015
gcs,IVN,4.92,9/29/2015
oyf,APK,0.11,9/29/2015
oyf,NKC,0.4,9/29/2015
fjw,HEL,0,9/29/2015
zlg,CUI,5,9/29/2015
bxd,YGF,0,9/29/2015
mdu,CZT,5,9/29/2015
cyc,OOT,0,9/29/2015
ehe,FPE,0,9/29/2015
mal,TGC,0,9/29/2015
fsc,COH,0,9/29/2015
bch,YHM,5,9/29/2015
hsh,LZA,0,9/29/2015
mou,HFQ,5,9/29/2015
jex,KUF,5,9/29/2015
nyz,UTL,0,9/29/2015
stt,XBV,5,9/29/2015
eix,QWH,5,9/29/2015
xnf,LZH,5.34,9/29/2015
thd,LZH,0,9/29/2015
kyi,DQZ,4.78,9/29/2015
kpt,JYX,4.34,9/29/2015
nfd,ZVN,5,9/29/2015
spl,HFQ,0,9/29/2015
qbo,NMU,5,9/29/2015
azj,ZVN,0,9/29/2015
jla,JHS,5,9/29/2015
tud,HFQ,0,9/29/2015
nja,ZZP,0,9/29/2015
cem,OOT,5,9/29/2015
cfd,FYL,2.82,9/29/2015
hnm,HEL,0,9/29/2015
xnq,MCW,5,9/29/2015
vab,LJG,5,9/29/2015
qja,KGD,4.35,9/29/2015
qrw,OOT,0,9/29/2015
qwa,LHC,2.54,9/29/2015
qwa,VXF,2.45,9/29/2015
ycf,DKD,5,9/29/2015
qjm,EGO,0,9/29/2015
jtu,LZH,0,9/29/2015
cdv,CLC,0,9/29/2015
ydd,BZZ,0,9/29/2015
fxm,OOT,0,9/29/2015
hrq,ZFM,0,9/29/2015
qfq,XKI,0,9/29/2015
qfq,REA,0,9/29/2015
qfq,XJW,0,9/29/2015
qev,MWE,1.2,9/29/2015
qev,FKJ,3.79,9/29/2015
mjk,DCM,5,9/29/2015
gav,FPZ,2.68,9/29/2015
gav,GMW,2.31,9/29/2015
gtb,WPN,5,9/29/2015
gfb,XAS,0,9/29/2015
qkb,EGL,0,9/29/2015
cnh,YEV,5,9/29/2015
cnh,GRV,0,9/29/2015
cxv,LHX,5,9/29/2015
cxv,DCN,0,9/29/2015
euu,EGL,0,9/29/2015
vpt,TSE,4.99,9/29/2015
vpt,ILN,0,9/29/2015
pmn,HFQ,5,9/29/2015
vlp,OOT,5,9/29/2015
lgb,XIZ,0,9/29/2015
cor,IKT,0,9/29/2015
oca,AOZ,5,9/29/2015
vcm,SNL,5,9/29/2015
khu,VOF,0,9/29/2015
wbx,FRR,5,9/29/2015
xxm,IPL,5,9/29/2015
uwe,JYX,5,9/29/2015
bqr,GYL,5,9/29/2015
bxu,FYL,0,9/29/2015
bmp,VPP,3.42,9/29/2015
bmp,IFW,1.57,9/29/2015
unx,HEL,1.03,9/29/2015
sjg,CUI,5,9/29/2015
iep,DRX,0,9/29/2015
iep,FHA,0,9/29/2015
iep,CRD,5,9/29/2015
ani,PLS,0,9/29/2015
awk,NKC,5,9/29/2015
ynq,YEV,0,9/29/2015
fsa,XBV,5,9/29/2015
vep,XBV,0,9/29/2015
wef,FYL,5,9/29/2015
ccp,PXD,0,9/29/2015
coi,LHC,2.63,9/29/2015
coi,VXF,1.18,9/29/2015
coi,BZZ,0.42,9/29/2015
coi,UXF,0.75,9/29/2015
msn,TEK,5,9/29/2015
wxq,FRR,0,9/29/2015
ntg,JID,5,9/29/2015
cul,YEV,5,9/29/2015
bkh,FBM,0,9/29/2015
bkh,HVO,0,9/29/2015
bkh,DZF,0,9/29/2015
ocd,AOZ,0,9/29/2015
dds,KPP,5,9/29/2015
rks,MNT,0,9/29/2015
eek,FFQ,2.34,9/29/2015
eek,ODU,2.65,9/29/2015
qxh,FRR,0,9/29/2015
aaz,KGD,5,9/29/2015
flf,NOJ,5,9/29/2015
gkj,JGG,5,9/29/2015
xle,DKD,5,9/29/2015
znx,OWW,0,9/29/2015
dke,HWK,5,9/29/2015
jbo,AVD,5,9/29/2015
oij,KGD,5,9/29/2015
qbt,GIG,5,9/29/2015
mpl,HFQ,5,9/29/2015
qdt,JIV,0,9/29/2015
vbe,ZTD,5,9/29/2015
jsj,BEK,5,9/29/2015
xyu,XBV,5,9/29/2015
pec,SBM,5,9/29/2015
hzx,NBJ,5,9/29/2015
kbc,XWQ,5,9/29/2015
bvk,AOZ,0,9/29/2015
eev,ZZO,1.47,9/29/2015
axr,GSE,0,9/29/2015
sly,FOO,0,9/29/2015
nen,DFU,0,9/29/2015
aah,KNU,0,9/29/2015
gfl,CQO,0.95,9/29/2015
gfl,THG,4.04,9/29/2015
jxq,QKF,5,9/29/2015
hcs,XBV,5,9/29/2015
pqg,YPU,2.75,9/29/2015
oxv,YEV,5,9/29/2015
xza,FKJ,5,9/29/2015
weq,LJR,0,9/29/2015
rzz,MNL,0,9/29/2015
xso,HFQ,0,9/29/2015
hmj,RRC,0,9/29/2015
cck,JIV,0,9/29/2015
mvb,GPW,5,9/29/2015
qzg,OOT,5,9/29/2015
win,KHE,0,9/29/2015
ial,COH,5,9/29/2015
zrq,PYN,0,9/29/2015
zrq,EGL,0,9/29/2015
oez,YOM,0,9/29/2015
oez,QQS,0,9/29/2015
sjo,XBV,5,9/29/2015
aqh,XBV,5,9/29/2015
vlz,HFQ,0,9/29/2015
ywd,FPM,1.96,9/29/2015
ywd,ZKD,3.03,9/29/2015
pze,HFQ,5,9/29/2015
dqw,NBX,5,9/29/2015
bhc,HSS,0,9/29/2015
iyb,DRF,3.75,9/29/2015
nbm,MQB,0,9/29/2015
xks,NWN,5,9/29/2015
iwq,FPM,0,9/29/2015
rdu,ZTD,2.88,9/29/2015
cfb,XHS,0,9/29/2015
cfb,XWQ,0,9/29/2015
bsj,YNE,0,9/29/2015
ico,WEH,0,9/29/2015
jux,PLS,0,9/29/2015
var,XHS,5,9/29/2015
zjk,GKD,0,9/29/2015
rqt,KGD,5,9/29/2015
cpf,XHS,0.91,9/29/2015
cpf,TEK,4.08,9/29/2015
fpj,HEL,0,9/29/2015
voq,HEL,0,9/29/2015
lre,DSZ,0,9/29/2015
ohl,NXZ,4.8,9/29/2015
ohl,JDP,0.19,9/29/2015
xzn,EZU,5,9/29/2015
cvg,SHR,0,9/29/2015
kgt,BVM,2,9/29/2015
zzc,FHJ,5,9/29/2015
ndo,XWQ,5,9/29/2015
ffk,OJG,5,9/29/2015
hgu,KGD,0.86,9/29/2015
hgu,FKJ,4.13,9/29/2015
ing,KGD,0,9/29/2015
ing,OQJ,0,9/29/2015
fhf,XBV,0,9/29/2015
pdf,QMW,0,9/29/2015
fcs,FJV,5,9/29/2015
smj,SHR,5,9/29/2015
fif,HWK,4.55,9/29/2015
wgk,GYI,0,9/29/2015
wgk,WTN,0,9/29/2015
aem,COH,0,9/29/2015
nrc,PAW,0,9/29/2015
bnq,KHL,5,9/29/2015
bsk,JID,0,9/29/2015
zrb,LJR,5,9/29/2015
amd,TEK,5,9/29/2015
iru,JIV,5,9/29/2015
bdn,MRX,0,9/29/2015
nel,SBM,5,9/29/2015
uzx,JMR,0,9/29/2015
yyk,QMM,5,9/29/2015
ybl,JYX,0,9/29/2015
dld,SHR,0,9/29/2015
wjj,KFR,5,9/29/2015
syg,KGD,0,9/29/2015
pyd,XHS,0.65,9/29/2015
pyd,TEK,4.34,9/29/2015
rov,YST,0,9/29/2015
hor,BEK,0,9/29/2015
dpy,OOT,0,9/29/2015
zva,XWQ,5,9/29/2015
fwo,DKD,0,9/29/2015
ovd,DQU,3.68,9/29/2015
ydl,TZT,4.6,9/29/2015
ydl,JBQ,0.39,9/29/2015
ydl,AJA,0,9/29/2015
hft,YEV,5,9/29/2015
zhw,OOT,0,9/29/2015
lsk,PBZ,0,9/29/2015
unv,JHS,5,9/29/2015
kjj,UKA,0,9/29/2015
hkd,PTK,5,9/29/2015
tmn,CRG,5,9/29/2015
ruc,CNT,0.5,9/29/2015
ruc,OAZ,0.5,9/29/2015
ruc,YVH,0.5,9/29/2015
ruc,VSF,0.5,9/29/2015
ruc,GWN,0.5,9/29/2015
ruc,KSB,0.5,9/29/2015
ruc,CIH,0.5,9/29/2015
ruc,VFR,0.5,9/29/2015
ruc,XUG,0.5,9/29/2015
ruc,XVU,0.5,9/29/2015
tnb,EUQ,0,9/29/2015
ilb,LZH,0,9/29/2015
kcc,EUQ,0,9/29/2015
fdc,XWQ,0,9/29/2015
lua,EEE,0,9/29/2015
tcb,GXP,5,9/29/2015
xqj,GFY,5,9/29/2015
xuc,JXW,5,9/29/2015
rzo,HFQ,0,9/29/2015
way,PXD,5,9/29/2015
tvt,WPN,0,9/29/2015
yrl,XKI,0.4,9/29/2015
yrl,RXS,0.71,9/29/2015
wtu,KFR,2.53,9/29/2015
wtu,DRO,2.46,9/29/2015
gpi,RLM,5,9/29/2015
fpx,OOT,0,9/29/2015
tuy,KHL,4.01,9/29/2015
jfg,XKI,0,9/29/2015
swe,XWQ,5,9/29/2015
pma,FCO,0,9/29/2015
bxo,PDE,0,9/29/2015
bxo,KFV,2,9/29/2015
nom,EUQ,0,9/29/2015
mko,XWQ,0,9/29/2015
tvb,AOZ,0,9/29/2015
iaa,AQV,5,9/29/2015
tqw,YEV,0,9/29/2015
ulw,GPW,5,9/29/2015
jbw,FYL,5,9/29/2015
kpi,SIB,5,9/29/2015
prl,QCN,4.33,9/29/2015
avf,XQB,5,9/29/2015
urp,KPH,5,9/29/2015
upa,HWK,5,9/29/2015
cgb,HJD,5,9/29/2015
kqg,XWQ,5,9/29/2015
hzy,FKJ,0,9/29/2015
tdr,YPU,0,9/29/2015
btr,BSO,0,9/29/2015
nir,XQB,5,9/29/2015
kbi,ZBT,0,9/29/2015
rxt,QEL,0,9/29/2015
eap,DCM,5,9/29/2015
hej,DCM,5,9/29/2015
fui,MKX,0,9/29/2015
eih,LDN,4.73,9/29/2015
eih,DXJ,0.26,9/29/2015
khw,BZY,2.48,9/29/2015
khw,GUG,2.51,9/29/2015
lkm,LJR,0,9/29/2015
psi,GRV,0,9/29/2015
iuy,JFO,5,9/29/2015
kpz,YFB,1.96,9/29/2015
uzk,FCO,0,9/29/2015
rvo,HFQ,0,9/29/2015
roy,OYH,0,9/29/2015
ftx,AXX,3.81,9/29/2015
ftx,XSF,1.18,9/29/2015
bfz,NBX,0,9/29/2015
xoc,VMW,0.56,9/29/2015
ciw,FOS,0,9/29/2015
ahj,RRC,4.94,9/29/2015
zsp,HIS,0,9/29/2015
paz,ETV,4.32,9/29/2015
pht,DQZ,0,9/29/2015
vbl,XWQ,2.33,9/29/2015
kgu,WMQ,0,9/29/2015
uin,WMQ,5,9/29/2015
ciu,SIB,5,9/29/2015
tsl,GSE,0,9/29/2015
jqy,HWK,5,9/29/2015
lpv,LZH,0,9/29/2015
obz,IFO,1.95,9/29/2015
obz,XVS,3.04,9/29/2015
lto,HIW,0,9/29/2015
lto,ATC,4.97,9/29/2015
xrt,DQZ,5,9/29/2015
hov,DCM,0,9/29/2015
ldh,IFO,2.3,9/29/2015
ldh,XVS,2.69,9/29/2015
dnf,TEK,5,9/29/2015
lvh,QFH,0,9/29/2015
iwz,YPU,0,9/29/2015
gid,XWQ,5,9/29/2015
gzf,GRV,0,9/29/2015
jid,APY,5,9/29/2015
mxk,UAO,0,9/29/2015
oeq,WMQ,0,9/29/2015
soy,JIV,5,9/29/2015
soq,DKD,5,9/29/2015
yok,ZTD,0,9/29/2015
pdy,GZJ,5,9/29/2015
ber,LZH,0,9/29/2015
lsl,LZH,5,9/29/2015
fpk,GRN,0,9/29/2015
qvl,DNV,4.03,9/29/2015
nxr,BKF,3.19,9/29/2015
nxr,FKA,1.8,9/29/2015
rsg,LZH,5,9/29/2015
ywe,LJR,5,9/29/2015
fye,WSG,0,9/29/2015
btw,LJR,0,9/29/2015
xgw,LQX,5,9/29/2015
mbb,UZB,5,9/29/2015
nti,MQB,5,9/29/2015
bls,HEL,5,9/29/2015
shu,EST,3.8,9/29/2015
pem,GZJ,0.72,9/29/2015
pem,RRO,4.27,9/29/2015
flc,HCY,0,9/29/2015
mml,ZVN,4.93,9/29/2015
jvf,HIS,0,9/29/2015
gun,SHI,5,9/29/2015
ous,IFB,5,9/29/2015
kbq,TEK,5,9/29/2015
qlf,OGF,0,9/29/2015
qbd,OGF,0,9/29/2015
jxs,AOZ,0,9/29/2015
tsy,EUQ,0,9/29/2015
vgc,DQZ,0,9/29/2015
txs,XHS,5,9/29/2015
kwk,WQD,0,9/29/2015
gqb,ZZO,0,9/29/2015
xfy,XHS,5,9/29/2015
vqr,DSZ,5,9/29/2015
vqr,MNG,0,9/29/2015
imz,LBE,5,9/29/2015
isw,WTN,0,9/29/2015
yuo,YZE,5,9/29/2015
pnd,JID,0,9/29/2015
nkq,DKD,5,9/29/2015
usj,IIJ,0,9/29/2015
vgt,PID,0,9/29/2015
ypv,REA,0,9/29/2015
eej,GIZ,0,9/29/2015
afi,TCS,0,9/29/2015
idy,GIG,0,9/29/2015
weo,XWQ,5,9/29/2015
zel,NJQ,0,9/29/2015
ywu,JIV,5,9/29/2015
vjk,VBG,0,9/29/2015
tcc,VUM,0,9/29/2015
mhp,MJM,0,9/29/2015
utm,DQZ,3.11,9/29/2015
vzc,DQZ,0,9/29/2015
roz,TZR,0,9/29/2015
oen,UEP,0,9/29/2015
bdp,YAM,0,9/29/2015
ejb,LZH,5,9/29/2015
xxd,NBX,0,9/29/2015
uuq,YAM,1.59,9/29/2015
bnj,HWK,3.36,9/29/2015
hux,LSL,0,9/29/2015
duf,MCW,4.29,9/29/2015
duf,LJJ,0.7,9/29/2015
smz,OQJ,2.15,9/29/2015
wes,JIV,0,9/29/2015
sjj,APY,5,9/29/2015
tmb,CUI,0,9/29/2015
nml,GRM,0,9/29/2015
tje,QDE,0,9/29/2015
cmb,CUI,5,9/29/2015
jee,NBJ,0,9/29/2015
hrh,YEV,5,9/29/2015
jzd,YEV,0.58,9/29/2015
drh,TJB,5,9/29/2015
iyi,XBV,5,9/29/2015
zgw,FPM,0,9/29/2015
kva,AOZ,0,9/29/2015
veq,HVO,0,9/29/2015
veq,WPT,0,9/29/2015
srl,XJW,5,9/29/2015
qvt,HSS,0,9/29/2015
obr,ZZO,0,9/29/2015
lzd,QEB,5,9/29/2015
eak,KGD,5,9/29/2015
elt,DQZ,0.62,9/29/2015
elt,HCA,4.37,9/29/2015
mxz,CUI,5,9/29/2015
jcs,FYL,0,9/29/2015
apl,BEK,0,9/29/2015
tpo,TSZ,5,9/29/2015
izl,OBZ,5,9/29/2015
jgx,DQZ,5,9/29/2015
ohq,YEV,5,9/29/2015
cno,BKW,0,9/29/2015
wtc,BEL,5,9/29/2015
hzm,OOT,0,9/29/2015
pon,DKD,5,9/29/2015
vnz,HIS,0,9/29/2015
vnz,KGO,0,9/29/2015
pey,OOL,0,9/29/2015
zzs,XWQ,5,9/29/2015
